timestamp,x,y,z
2025-09-16T13:46:15.355458,-0.00103759765625,False,False
2025-09-16T13:46:16.368537,-0.00238037109375,-0.0111541748046875,-0.9935455322265625
2025-09-16T13:46:19.399571,-0.003997802734375,-0.0118560791015625,-0.9920196533203125
2025-09-16T13:46:22.441796,-0.0008392333984375,-0.01220703125,-0.993072509765625
2025-09-16T13:46:25.487537,-0.00286865234375,-0.013458251953125,-0.9919281005859375
2025-09-16T13:46:28.507030,-0.001922607421875,-0.0131988525390625,-0.992218017578125
2025-09-16T13:47:04.551418,-4.57763671875e-05,-0.0115509033203125,-0.9931488037109375
2025-09-16T13:47:07.589621,-0.000640869140625,-0.0107421875,-0.993072509765625
2025-09-16T13:47:10.605160,-0.0009002685546875,-0.0117034912109375,-0.9925994873046875
2025-09-16T13:47:13.628476,-0.0020751953125,-0.0115203857421875,-0.9935150146484375
2025-09-16T13:47:16.652445,-0.001953125,-0.0123138427734375,-0.992706298828125
2025-09-16T13:47:19.683371,-0.002410888671875,-0.01153564453125,-0.9932403564453125
2025-09-16T13:47:22.701839,-0.003082275390625,-0.0125732421875,-0.9931640625
2025-09-16T13:47:25.733520,-0.0016937255859375,-0.0124969482421875,-0.9920196533203125
2025-09-16T13:47:29.774685,-0.001373291015625,-0.011993408203125,-0.993316650390625
2025-09-16T13:47:32.805165,-0.0015106201171875,-0.011260986328125,-0.9922637939453125
2025-09-16T13:47:35.833725,-0.001495361328125,-0.0110931396484375,-0.9926605224609375
2025-09-16T13:47:38.861658,-0.00262451171875,-0.011444091796875,-0.9937744140625
2025-09-16T13:47:41.902903,-0.001007080078125,-0.011474609375,-0.9934539794921875
2025-09-16T13:47:44.938143,-0.00286865234375,-0.011444091796875,-0.9927825927734375
2025-09-16T13:47:47.975238,-0.001556396484375,-0.01275634765625,-0.993377685546875
2025-09-16T13:47:51.017920,-0.0029296875,-0.0131988525390625,-0.9938812255859375
2025-09-16T13:47:54.043423,-0.001708984375,-0.0125579833984375,-0.993255615234375
2025-09-16T13:47:57.083872,-0.00140380859375,-0.01190185546875,-0.993316650390625
2025-09-16T13:48:00.109555,-0.00164794921875,-0.0117340087890625,-0.993499755859375
2025-09-16T13:48:04.149517,-0.00213623046875,-0.013336181640625,-0.9944305419921875
2025-09-16T13:48:07.169769,-0.0017242431640625,-0.0128021240234375,-0.993377685546875
2025-09-16T13:48:10.209942,-0.001312255859375,-0.011871337890625,-0.992889404296875
2025-09-16T13:48:13.238674,-0.00079345703125,-0.0125732421875,-0.9948272705078125
2025-09-16T13:48:16.277550,-0.00238037109375,-0.0120086669921875,-0.9924774169921875
2025-09-16T13:48:19.318068,-0.0034637451171875,-0.0110015869140625,-0.993255615234375
2025-09-16T13:48:22.349859,-0.001861572265625,-0.0112457275390625,-0.993804931640625
2025-09-16T13:48:25.384661,-0.00201416015625,-0.01220703125,-0.99322509765625
2025-09-16T13:48:28.425716,-0.0014801025390625,-0.01165771484375,-0.993194580078125
2025-09-16T13:48:31.460583,-0.0016632080078125,-0.0112152099609375,-0.99285888671875
2025-09-16T13:48:34.505259,-0.001800537109375,-0.0120086669921875,-0.992706298828125
2025-09-16T13:48:37.533182,-0.0013275146484375,-0.0110321044921875,-0.9939422607421875
2025-09-16T13:48:41.568807,-0.0009002685546875,-0.0122528076171875,-0.9928131103515625
2025-09-16T13:48:44.586340,-0.000762939453125,-0.0124053955078125,-0.9937286376953125
2025-09-16T13:48:47.606340,-0.0012054443359375,-0.0132293701171875,-0.9899749755859375
2025-09-16T13:48:50.631999,-0.0024566650390625,-0.0131683349609375,-0.9970550537109375
2025-09-16T13:48:53.668588,-0.00079345703125,-0.0115966796875,-0.99493408203125
2025-09-16T13:48:56.705208,-0.002655029296875,-0.01263427734375,-0.9932861328125
2025-09-16T13:48:59.725958,-0.001434326171875,-0.012451171875,-0.993438720703125
2025-09-16T13:49:02.756937,-0.000579833984375,-0.0105743408203125,-0.9917755126953125
2025-09-16T13:49:05.773725,-0.002655029296875,-0.01141357421875,-0.9926300048828125
2025-09-16T13:49:08.796365,-0.0019378662109375,-0.0110015869140625,-0.9937896728515625
2025-09-16T13:49:11.810308,-0.0019989013671875,-0.012451171875,-0.9951171875
2025-09-16T13:49:15.853600,-0.00103759765625,-0.0099029541015625,-0.9923095703125
2025-09-16T13:49:18.871547,-0.0011138916015625,-0.01019287109375,-0.994842529296875
2025-09-16T13:49:21.892720,-0.001220703125,-0.011260986328125,-0.9936981201171875
2025-09-16T13:49:24.929872,-0.0022125244140625,-0.0127410888671875,-0.99310302734375
2025-09-16T13:49:27.964549,-0.000640869140625,-0.012298583984375,-0.9929351806640625
2025-09-16T13:49:30.987056,-0.0022735595703125,-0.0123291015625,-0.992431640625
2025-09-16T13:49:34.024049,-0.0018463134765625,-0.0124359130859375,-0.991302490234375
